image,Accuracy,IoU,Precision,Recall,Dice,AUC,run_name,num_samples,run,rep,wandb_group,model_class,model_type,stage,experiment,is_mock,weights
64,0.976288914680481,0.623566746711731,0.8356974124908447,0.7106956243515015,0.7681443095207214,0.9701873955988826,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
65,0.9706777930259703,0.543267548084259,0.7504183650016785,0.6630756258964539,0.7040484547615051,0.9601182803156691,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
74,0.97115558385849,0.6572937369346619,0.7300586700439453,0.8683292865753174,0.7932133078575134,0.9840716023323124,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
8,0.9651777744293212,0.3277563154697418,0.7674535512924194,0.3638961613178253,0.4936995208263397,0.8698436663697954,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
85,0.9742222428321838,0.6714346408843994,0.8346831202507019,0.7744201421737671,0.8034231662750244,0.9795089208725304,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
9,0.9786777496337892,0.6278844475746155,0.8494228720664978,0.706524133682251,0.7714115381240845,0.9606633024742212,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
90,0.9723888635635376,0.4969635605812073,0.8271563053131104,0.5545516014099121,0.6639621257781982,0.91280783649158,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:16,16,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:16,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
1,0.9843888878822328,0.6597238779067993,0.88671875,0.7204443216323853,0.7949802875518799,0.9850444029131464,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
101,0.97516667842865,0.6186657547950745,0.6711086630821228,0.887855052947998,0.7644144892692566,0.9918990114778078,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
104,0.9834222197532654,0.5959924459457397,0.7802197933197021,0.7162382006645203,0.7468612194061279,0.9908197130192216,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
116,0.9752444624900818,0.6073316931724548,0.6597740650177002,0.8842699527740479,0.7557017803192139,0.9925630080432728,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
118,0.9607111215591432,0.2580780386924743,0.7527539730072021,0.2819807529449463,0.4102735221385956,0.8375245195489767,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
17,0.9779000282287598,0.5774378776550293,0.8711538314819336,0.6313588619232178,0.7321212291717529,0.990205945389203,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
20,0.9770777821540833,0.7205743193626404,0.8421719074249268,0.8330723643302917,0.8375974297523499,0.9936737053318796,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
21,0.9818999767303468,0.6867307424545288,0.7751247882843018,0.8575888276100159,0.8142743110656738,0.9944439150968546,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
31,0.981177806854248,0.6104851961135864,0.7508484125137329,0.7655709385871887,0.7581381797790527,0.9927084747894932,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
33,0.9871777892112732,0.6997919082641602,0.8191230297088623,0.8276923298835754,0.8233853578567505,0.9959611154954556,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
34,0.9841444492340088,0.6151564121246338,0.7358064651489258,0.789546549320221,0.7617298364639282,0.9939470625794992,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
39,0.9431889057159424,0.3876646757125854,0.3966425657272339,0.9448336362838744,0.5587295889854431,0.9840289036110832,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
54,0.9859777688980104,0.6381880640983582,0.800431489944458,0.758949875831604,0.77913898229599,0.9949059964797168,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
59,0.9763555526733398,0.62020343542099,0.8510898947715759,0.695695698261261,0.7655871510505676,0.9867286744423384,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
64,0.9763555526733398,0.6290097832679749,0.8256292939186096,0.7253719568252563,0.7722602486610413,0.9893097128850986,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
65,0.9738222360610962,0.569129467010498,0.809152364730835,0.6573721766471863,0.7254078984260559,0.9833745693823224,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
74,0.9674555659294128,0.6411418914794922,0.6830701231956482,0.9126264452934264,0.7813363075256348,0.9912776032755112,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
8,0.9750333428382874,0.5293254852294922,0.814635694026947,0.6018099784851074,0.6922339200973511,0.9787795964975408,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
85,0.9719222187995912,0.6419158577919006,0.8289112448692322,0.7399542927742004,0.78191077709198,0.9869263176051208,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
9,0.9792555570602416,0.6384585499763489,0.8501805067062378,0.719397783279419,0.7793405055999756,0.9876006112314536,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
90,0.9737666845321656,0.553939163684845,0.7719852328300476,0.6622995138168335,0.7129483222961426,0.9610018033576712,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:18,18,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:18,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
1,0.9629111289978028,0.2606866061687469,0.6159079074859619,0.3112933039665222,0.4135628938674927,0.62551060481201,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
101,0.9666333198547364,0.4703703820705414,0.6270867586135864,0.6530362367630005,0.6397984623908997,0.9238444379584204,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
104,0.974399983882904,0.3286713361740112,0.7585743069648743,0.3670680224895477,0.4947368502616882,0.7709930226323227,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
116,0.9664000272750854,0.5208366513252258,0.5765655040740967,0.8434693217277527,0.6849343776702881,0.9796205716356964,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
118,0.9578111171722412,0.2068101167678833,0.6996466517448425,0.2269601076841354,0.3427384495735168,0.6655621311694291,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
17,0.9506666660308838,0.0510792918503284,0.389885812997818,0.0555168390274047,0.0971939787268638,0.3569631391995448,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
20,0.9541222453117372,0.4510038495063782,0.7492820620536804,0.531161904335022,0.6216439008712769,0.8235755764126041,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
21,0.964122235774994,0.2830817103385925,0.7894737124443054,0.3061959743499756,0.4412527978420257,0.8557691238064107,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
31,0.9778666496276855,0.525375247001648,0.7515337467193604,0.6358131766319275,0.6888472437858582,0.9105470649203066,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
33,0.9746999740600586,0.3536758422851562,0.8202764987945557,0.3833846151828766,0.5225414037704468,0.8020893336289072,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
34,0.9756110906600952,0.3221124112606048,0.7492815852165222,0.3610245883464813,0.4872693419456482,0.7723540789531254,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
39,0.9518666863441468,0.3016282320022583,0.4025387167930603,0.546117901802063,0.4634629786014557,0.8422628005013201,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
54,0.9748888611793518,0.3297746181488037,0.7169567942619324,0.3791339993476867,0.4959857165813446,0.8030341494772214,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
59,0.9490110874176024,0.1430438905954361,0.6802842020988464,0.1533533483743667,0.2502858936786651,0.8639857303335923,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
64,0.9746888875961304,0.5993668437004089,0.8271844387054443,0.6851628422737122,0.7495051622390747,0.9507361609705024,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
65,0.959999978542328,0.2583436369895935,0.912663757801056,0.2648922801017761,0.4106090366840362,0.644279310232029,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
74,0.9556221961975098,0.4676795899868011,0.6648351550102234,0.6119637489318848,0.6373047828674316,0.87887816481552,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
8,0.9524444341659546,0.0013999067014083,0.0645161271095275,0.0014289116952568,0.0027958992868661,0.7104634560674841,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
85,0.9631222486495972,0.5228579640388489,0.8134645223617554,0.5940868854522705,0.6866798996925354,0.9270302277200894,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
9,0.9644333124160768,0.4121212065219879,0.722472608089447,0.4896356165409088,0.5836910009384155,0.8283633880124045,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
90,0.9530666470527648,0.0795380249619484,0.6925995945930481,0.0824486091732978,0.1473556756973266,0.6244030887797657,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:2,2,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:2,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
1,0.9848111271858216,0.6757590174674988,0.8675395846366882,0.7535043358802795,0.8065109848976135,0.9694660337025364,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
101,0.9806888699531556,0.6581432223320007,0.7699033617973328,0.819294810295105,0.7938315272331238,0.989818094823639,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
104,0.9832666516304016,0.58050137758255,0.8012303113937378,0.6781646609306335,0.7345787882804871,0.9858867967549372,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
116,0.9748555421829224,0.5868930220603943,0.6703503131866455,0.8249936103820801,0.7396755814552307,0.9847860570736142,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
118,0.9711111187934875,0.430074542760849,0.9074930548667908,0.449793666601181,0.601471483707428,0.9194374130451266,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
17,0.9774777889251708,0.5830076336860657,0.8359882235527039,0.6583042740821838,0.7365822196006775,0.9663105824826844,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
20,0.9747889041900636,0.6820793151855469,0.8663462996482849,0.7622925043106079,0.8109953999519348,0.989491710116382,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
21,0.9805889129638672,0.6640384793281555,0.7692136168479919,0.829250693321228,0.7981047034263611,0.991879753412658,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
31,0.9805111289024352,0.6087441444396973,0.7288995981216431,0.7869088649749756,0.7567942142486572,0.977030563687702,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
33,0.9871888756752014,0.6959388256072998,0.8296133279800415,0.8119999766349792,0.820712149143219,0.9914393757481712,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
34,0.9835110902786256,0.6046883463859558,0.7240829467773438,0.785739004611969,0.753652036190033,0.989785679402708,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
39,0.9634110927581788,0.4499749541282654,0.5126546025276184,0.7863397598266602,0.6206658482551575,0.9756843286336973,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
54,0.9861999750137328,0.6275861859321594,0.8388777375221252,0.7136037945747375,0.7711864113807678,0.9876196271498296,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
59,0.9706555604934692,0.5270415544509888,0.833238959312439,0.5891891717910767,0.6902779340744019,0.9631878357976824,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
64,0.9780555367469788,0.6368817687034607,0.8816492557525635,0.6964213848114014,0.7781646847724915,0.966194570243851,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
65,0.9721444249153136,0.5402530431747437,0.8038198947906494,0.6223067045211792,0.7015120983123779,0.9706744489777864,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
74,0.973699986934662,0.6756645441055298,0.7591993808746338,0.8599581718444824,0.8064436912536621,0.9820089767391716,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
8,0.9699666500091552,0.4463334679603576,0.7613556981086731,0.5189330577850342,0.6171930432319641,0.9641592625707212,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
85,0.9746888875961304,0.6658844351768494,0.8670741319656372,0.7415876984596252,0.7994365096092224,0.97912153904647,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
9,0.9800778031349182,0.6533926129341125,0.8513854146003723,0.7375081777572632,0.7903659343719482,0.9790584605674846,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
90,0.970633327960968,0.4895712733268738,0.7714546322822571,0.572622537612915,0.6573317646980286,0.9571826044607554,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:20,20,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:20,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
1,0.9787889122962952,0.5476303100585938,0.840363621711731,0.6112139821052551,0.7077017426490784,0.9221471347210738,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:4,4,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:4,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
101,0.974566638469696,0.5390656590461731,0.7521775960922241,0.6554847955703735,0.7005102634429932,0.9187701099550164,resnet50_unet_weights_id:imagenet_run:2_rep:2_ns:4,4,2,2,resnet50_unet | lr:1e-3 | weights_id:imagenet | n_samples:4,resnet50_unet,IN-UNet50,finetune,multi_finetune_on_dca1_unet50_imagenet_weights_lr_e-3_ignore_class_weights,False,
